id,cluster,texto
11943462,9,"Mitochondrial ribosomes comprise the most diverse group of ribosomes known. The 
mammalian mitochondrial ribosomes (55S) differ unexpectedly from bacterial (70S) 
and cytoplasmic ribosomes (80S), as well as other kinds of mitochondrial 
ribosomes. The bovine mitochondrial ribosome has been developed"
11944023,4,"Epidemiologic studies have shown a correlation between antioxidant intake and 
coronary artery disease (CAD); however, the results of clinical trials have been 
inconsistent. We evaluated the effect of combined antioxidant supplementation on 
endothelial function and its correlation with change in l"
11944589,6,"Etizolam, an anti-anxiety agent which is an antagonist of platelet-activating 
factor receptors, was administered to patients with chronic subdural hematoma 
(CSH) after hematoma removal to assess the effectiveness for preventing 
recurrence compared with control patients not given the drug after su"
11945173,9,"Lantibiotics are antibiotic peptides distinguished by the presence of the rare 
thioether amino acids lanthionine and/or methyllanthionine. They are produced by 
Gram-positive bacteria as gene-encoded precursor peptides and undergo 
post-translational modification to generate the mature peptide. The"
11948264,7,"OBJECTIVE: Nuclear medicine technologists rely on a single dosimeter to measure 
their work-related dose. Estimates of whole-body effective dose are based on the 
assumptions that the radiation is incident from the front and in a uniform beam. 
We sought to investigate these assumptions and also to "
11948422,3,"Stress signals elicit a wide variety of cellular responses, many of which 
converge on the phosphorylation of JNK and p38 kinases, the activation of which 
has been well-characterized. How these kinases are switched off by 
dephosphorylation is not well understood. Here we describe how diverse cellu"
11948425,8,"The Mdm2 proto-oncogene is amplified and over-expressed in a variety of tumors. 
One of the major functions of Mdm2 described to date is its ability to modulate 
the levels and activity of the tumor suppressor protein p53. Mdm2 binds to the 
N-terminus of p53 and, through its action as an E3 ubiquit"
11948988,0,"Cystic fibrosis (CF) is the most common lethal genetic disease among Caucasian 
populations. The generally accepted incidence of CF in the United States is 1 in 
3,200 in the Caucasian population. Intestinal obstructions and atresias have 
been described among patients with CF. An association of CF "
11949834,7,"High dose radiation-induced meningiomas are a rare, severe and late complication 
of craniospinal radiotherapy for brain tumors. Radiation-induced meningiomas 
are, according to the literature, several times more frequent than radiogenic 
gliomas and sarcomas. It is suggested that every new case of "
11952911,0,"We have recently described the presence of a high proportion of Pseudomonas 
aeruginosa isolates (20%) with an increased mutation frequency (mutators) in the 
lungs of cystic fibrosis (CF) patients. In four out of 11 independent P. 
aeruginosa strains, the high mutation frequency was found to be com"
11953316,3,"To study the role of caspase-6 during nuclear disassembly, we generated a 
chicken DT40 cell line in which both alleles of the caspase-6 gene were 
disrupted. No obvious morphological differences were observed in the apoptotic 
process in caspase-6- deficient cells compared with the wild type. Howev"
11956312,2,"The chromodomain (CD) is a highly conserved motif present in a variety of animal 
and plant proteins, and its probable role is to assemble a variety of 
macromolecular complexes in chromatin. The importance of the CD to the survival 
of mammalian cells has been tested. Accordingly, we have ablated C"
11957793,7,"BACKGROUND: The Heyde syndrome describes the coincidence of aortic valve 
stenosis and intestinal bleeding. The pathophysiologic link between both 
entities has remained unclear so far. In several studies the intestinal 
bleedings have been attributed to angiodysplasia. Cessations of the intestinal "
11960578,0,"Rett syndrome is an X-linked dominant neurodevelopmental disorder caused by 
mutations in the MECP2 gene. Mutations have been demonstrated in more than 80% 
of females with typical features of Rett syndrome. We identified mutations in 
the MECP2 gene and documented the clinical manifestations in 65 "
11960580,0,"Idiopathic ventricular fibrillation in patients with an electrocardiogram (ECG) 
pattern of right bundle branch block and ST-segment elevation in leads V1 to V3 
(now frequently called Brugada syndrome) is associated with a high incidence of 
syncopal episodes or sudden death. The disease is inherit"
11966554,6,"We studied 411 children aged 3-10 years who were referred for dental treatment. 
They were randomly allocated to have inhalation conscious sedation with either 
sevoflurane/nitrous oxide mixture or nitrous oxide alone. Dental treatment was 
satisfactorily completed in 215/241 children who were given"
11967086,9,"HF2 is a haloarchaeal virus infecting two Halorubrum species (Family 
Halobacteriaceae). It is lytic, has a head-and-tail morphology and belongs to 
the Myoviridae (contractile tails). The linear double-stranded DNA genome was 
sequenced and found to be 77 670 bp in length, with a mol% G+C of 55.8. "
11971098,0,"Giant axonal neuropathy (GAN) is an autosomal recessive neurologic disorder 
clinically characterized by a severe polyneuropathy, CNS abnormalities, and 
characteristic tightly curled hair. Recently, mutations in the gigaxonin gene 
have been identified as the underlying genetic defect. The authors "
11971980,2,"Oncogenic activation of the mitogen-activated protein (MAP) kinase cascade in 
murine fibroblasts initiates a senescence-like cell cycle arrest that depends on 
the ARF/p53 tumor suppressor pathway. To investigate whether p53 is sufficient 
to induce senescence, we introduced a conditional murine p5"
11972401,5,"BACKGROUND: Rotor's syndrome is a rare congenital disorder characterized by 
functional hyperbilirubinemia. Treatment decision may be challenging in a cancer 
patient with Rotor's syndrome, since the majority of the antineoplastic agents 
are metabolized in the liver and excreted via the biliary sys"
11973302,8,"The SerH locus of Tetrahymena thermophila is one of several paralogous loci with 
genes encoding variants of the major cell surface protein known as the 
immobilization antigen (i-ag). The locus is highly polymorphic, raising 
questions concerning functional equivalency and selective forces acting o"
11973307,8,"Genome analysis of the fruit fly Drosophila melanogaster reveals three new 
ligand-gated ion channel subunits with the characteristic YXCC motif found only 
in alpha-type nicotinic acetylcholine receptor subunits. The subunits are 
designated Dalpha5, Dalpha6, and Dalpha7. Cloning of the Dalpha5 emb"
11973622,0,"Hirschsprung disease (HSCR) is a complex disorder characterised by aganglia of 
distal gastrointestinal tracts. The highest proportion of both familial and 
sporadic cases is due to mutations of the RET proto-oncogene. Five germline 
mutations in the glial cell-line-derived neurotrophic factor (GDNF"
11974617,9,"Chronic wasting disease (CWD) has emerged as an important disease of wildlife in 
North America. The disease is a unique member of the transmissible spongiform 
encephalopathies (TSEs) or prion diseases, which naturally affect only a few 
species. Of the TSEs, CWD is the only one found in free-rangi"
11975096,0,"Turcot's syndrome, clinically characterized by the coincident occurrence of 
primary tumors of the colon and the central nervous system, can genetically be 
divided into two syndromes: familial adenomatous polyposis (FAP) and hereditary 
nonpolyposis colon carcinoma (HNPCC). In the present case, a 6"
11975840,6,"The prevalence and incidence of atrial fibrillation increase with age. Atrial 
fibrillation is associated with a higher incidence of coronary events, stroke, 
and mortality than sinus rhythm. A fast ventricular rate associated with atrial 
fibrillation may cause tachycardia-related cardiomyopathy. M"
11975944,0,"BACKGROUND: Most cardiomyopathies recognizable in utero are the dilated 
type-with dilated, poorly contractile left ventricle. We propose a diagnostic 
criterion for the rare spongiform (noncompacted) cardiomyopathy.
CASES: Three perinatal cases with echocardiography and autopsy are presented. 
The "
11976101,9,"Stimulating microbial reduction of soluble U(VI) to insoluble U(IV) shows 
promise as a strategy for immobilizing uranium in uranium-contaminated 
subsurface environments. In order to learn more about which microorganisms might 
be involved in U(VI) reduction in situ, the changes in the microbial co"
11976824,0,"Klinefelter syndrome is the most commonly diagnosed sex chromosome disorder 
among males. It is usually associated with 47 chromosomes, including two Xs and 
one Y. The formal cytogenetic designation for Klinefelter syndrome is 47, XXY; 
the extra sex chromosome is due to meiotic chromosomal nondisj"
11977182,0,"Saethre-Chotzen syndrome is an autosomal dominant disease characterized by 
craniosynostosis, ptosis, and limb and external ear abnormalities. Variable 
expressivity is a well-known phenomenon in this disorder. A large Indian family 
has been recently identified as carrying a nonsense TWIST mutation"
11978730,3,"Globoid cell leukodystrophy (Krabbe disease) is characterized by the 
accumulation of a toxic metabolite, psychosine (galactosylsphingosine), which is 
a substrate for the deficient enzyme (galactocerebroside beta-galactosidase). 
This study underscores the possible role of psychosine in the effect "
11979056,3,"Leptin, primarily secreted by adipocytes, is a peripheral hormonal signal 
involved in the hypothalamic integration of energy homeostasis. We report that 
plasma leptin levels fluctuated in a pulsatile fashion in gonad-intact adult 
female and male rats. Whereas in male rats leptin was secreted in t"
11979138,7,"BACKGROUND AND AIMS: Peyer's patches play a major role in intestinal immunity, 
are portals of entry for significant pathogens, and may be important in Crohn's 
disease. Whereas their microscopic anatomy and immune function are well 
described, surprisingly little is known of their macroscopic anato"
11984006,3,"BACKGROUND: Chediak-Higashi syndrome (CHS) is an inherited immunodeficiency 
disease characterized by giant lysosomes and impaired leukocyte degranulation. 
CHS results from mutations in the lysosomal trafficking regulator (LYST) gene, 
which encodes a 425-kD cytoplasmic protein of unknown function."
11984063,2,"Amifostine (Ethyol), an inorganic thiophosphate, is a selective broad-spectrum 
cytoprotector of normal tissues that provides cytoprotection against ionizing 
radiation and chemotherapeutic agents, thus preserving the efficacy of 
radiotherapy and chemotherapy. This review summarizes the preclinical"
11984521,9,"BACKGROUND & AIMS: Recently, a number of animal models for different aspects of 
inflammatory bowel disease (IBD) have been developed. The aim of this study was 
to use one of these to determine whether particular, ostensibly innocuous, 
intestinal bacteria could provoke or exacerbate IBD.
METHODS: "
11984797,0,"BACKGROUND: The t(9;22)(q34;q11) translocation leading to the Philadelphia (Ph) 
chromosome resulting in BCR-ABL gene fusion is associated with a poor prognosis 
in acute lymphoblastic leukemia (ALL).
PROCEDURE: We studied the relation between t(9;22), determined by karyotype, 
fluorescence in situ "
11985377,7,"Death following lumbar puncture (LP) is feared by physicians. Many opinions are 
found in literature on the question whether computed cranial tomography (CT) 
should be performed before LP, to prevent herniation. These opinions are mainly 
based on retrospective studies and pathophysiological reason"
11985602,9,"We report the isolation of a novel antimicrobial peptide, bass hepcidin, from 
the gill of hybrid striped bass, white bass (Morone chrysops) x striped bass (M. 
saxatilis). After the intraperitoneal injection of Micrococcus luteus and 
Escherichia coli, the peptide was purified from HPLC fractions w"
11985619,9,"Two genes (CM-AAT1 and CM-AAT2) with strong sequence homology (87% identity at 
the protein level) putatively involved in the formation of aroma volatile esters 
have been isolated from Charentais melon fruit. They belong to a large and 
highly divergent family of multifunctional plant acyl-transfer"
11986206,5,"Molecular abnormalities caused by the hybrid Bcr-Abl gene are causally 
associated with the development and progression of Philadelphia 
chromosome-positive (Ph(+)) chronic myelogenous leukemia (CML). Imatinib 
mesylate (STI571), a specific Bcr-Abl tyrosine-kinase signal-transduction 
inhibitor, has"
11986948,5,"Immunotherapy utilizing CAMPATH-1H for patients with chemotherapy-refractory 
chronic lymphocytic leukemia has yielded encouraging results with many reports 
of complete remission. Here we report the outcome of two patients with 
CD4-positive T cell prolymphocytic leukemia treated with CAMPATH-1H. B"
11989131,5,"Local immunotherapy with bacillus Calmette-Guerin (BCG) is an effective and 
frequently used treatment for superficial bladder cancer. Serious side effects 
are infrequent but can affect every organ system. We describe a 53 year- old man 
with a disseminated bacillus Calmette-Guerin (BCG) infection "
11990247,9,"Tinea capitis is a fungal infection of the skin and the hair with involvement of 
the hair shaft and the pilosebaceous unit. It may be the most common of all 
cutaneous mycoses in children. Tinea capitis can be inflammatory or 
noninflammatory. It is thought that humoral and cell-mediated immunities"
11990506,3,"Secretion of spore coat proteins from the prespore secretory vesicles (PSVs) in 
Dictyostelium discoideum is a signal mediated event that underlies terminal cell 
differentiation, and represents an important case of developmentally regulated 
secretion. In order to study the biochemical mechanisms t"
11994452,3,"CD4+CD8+ double-positive (DP) T cells represent a minor subpopulation of T 
lymphocytes found in the periphery of adult rats. In this study, we show that 
peripheral DP T cells appear among the first T cells that colonize the 
peripheral lymphoid organs during fetal life, and represent approximately"
11995671,7,"BACKGROUND: Melkersson-Rosenthal syndrome (MRS) is a rare disorder of unknown 
etiology characterized by a triad of symptoms: recurrent orofacial swelling, 
relapsing facial palsy. and a fissured tongue. A differential diagnosis must be 
made with other granulomatous diseases, such as sarcoidosis an"
11996667,2,"The activation of the extracellular signal-regulated kinases (ERKs) by tumour 
necrosis factor-alpha (TNF) receptors (TNFRs) is an integral part of the 
cytokine's pleiotropic cellular responses. Here we report differences in the 
caspase sensitivity and TNFR subtype activation of members of the ERK"
11997343,8,"Only a minority of the genes, identified in the Caenorhabditis elegans genome 
sequence data by computer analysis, have been characterized experimentally. We 
attempted to determine the expression patterns for a random sample of the 
annotated genes using reporter gene fusions. A low success rate wa"
11999199,4,"The aim of this study was, to determine the frequency of urinary loss in elite 
women athletes and dancers. Elite athletes in eight different sports, including 
ballet, filled in an evaluated questionnaire about urinary incontinence while 
participating in their sport/dancing and during daily life a"
12001826,4,"Cardiac arrhythmias are a major problem in elderly persons, because of the high 
prevalence of underlying heart disease and hypertension, arrhythmias are 
associated with significant morbidity and mortality in this age group. Atrial 
fibrillation (AF) is the most common sustained arrhythmia encounte"
12002199,7,"BACKGROUND: Hypertension is the most common medical complication of pregnancy. 
Pheochromocytoma in pregnancy is rare, and if unrecognized, can cause serious 
perinatal morbidity and mortality.
METHODS: A patient with severe hypertension, postpartum pulmonary edema, and a 
recognized pheochromocytom"
12002677,8,"Nuclear speckles (speckles) represent a distinct nuclear compartment within the 
interchromatin space and are enriched in splicing factors. In a previous study 
(Melcák et al., 2001), it has been shown that the pre-spliceosomal assembly on 
microinjected splicing-competent precursor mRNA takes place"
12002682,5,"Celiac disease is an autoimmune disorder triggered by ingestion of 
gluten-containing foods. Epidemiologic studies dating from the 1950s established 
its association with gastrointestinal malignancies, particularly small bowel 
lymphoma. Corrao et al. recently demonstrated that patients with celiac "
12003723,4,"Aortitis is defined as an inflammatory process that involves one or more layers 
of the aortic wall (internal elastic lamina, tunica media, and adventitia) and 
can be caused by multiple mechanisms. Clinical features are usually nonspecific 
and a high index of suspicion is required for making the d"
12004300,0,"The IFAP syndrome is characterized by the congenital onset of ichthyosis 
follicularis, absence of hair, and photophobia. A limited number of patients 
with the disorder have been described, and X-linked recessive inheritance has 
been proposed. Two unrelated female patients with a complete IFAP syn"
12006491,8,"The yeast Sir2 protein mediates chromatin silencing through an intrinsic 
NAD-dependent histone deacetylase activity. Sir2 is a conserved protein and was 
recently shown to regulate lifespan extension both in budding yeast and worms. 
Here, we show that SIRT1, the human Sir2 homolog, is recruited to"
12006619,2,"Cutaneous pigmentation is determined by the amounts of eumelanin and pheomelanin 
synthesized by epidermal melanocytes and is known to protect against sun-induced 
DNA damage. The synthesis of eumelanin is stimulated by the binding of 
alpha-melanotropin (alpha-melanocyte-stimulating hormone) to the"
12007220,0,"Deficiency of propionyl-CoA carboxylase (PCC) results in propionic acidemia, an 
autosomal recessive disorder characterized by ketoacidosis sufficiently severe 
to cause neonatal death. PCC is involved in the catabolism of branched-chain 
amino acids, odd-chain fatty acids, and cholesterol. The enzy"
12007552,4,"Both the revised Systemic Lupus Activity Measure (SLAM-R) and the Systemic Lupus 
Erythematosus Disease Activity Index (SLEDAI) are valid and reliable measures of 
disease activity in systemic lupus erythematosus (SLE). However, more study of 
their responsiveness is needed. The purpose of this stud"
12010076,9,"Corynebacterium minutissimum is the bacteria that leads to cutaneous eruptions 
of erythrasma and is the most common cause of interdigital foot infections. It 
is found mostly in occluded intertriginous areas such as the axillae, 
inframammary areas, interspaces of the toes, intergluteal and crural "
12010632,6,"Cellular and nuclear uptake of [125I]tri-iodothyronine (T3) and 
[125I]triiodothyroacetic acid (Triac) were compared in cardiomyocytes of 2-3 day 
old rats, and the effect of thyroid hormone analogs on cellular T(3) uptake was 
measured. Cells (5-10 x 10(5) per well) were cultured in DMEM-M199 with "
12011073,8,"Poly(ADP-ribose) polymerase-1 (PARP-1) is activated by DNA strand breaks during 
cellular genotoxic stress response and catalyzes poly(ADP-ribosyl)ation of 
acceptor proteins. These acceptor proteins include those involved in modulation 
of chromatin structure, DNA synthesis, DNA repair, transcripti"
12011111,8,"The NHPX protein is a nucleolar factor that binds directly to a conserved RNA 
target sequence found in nucleolar box C/D snoRNAs and in U4 snRNA. Using 
enhanced yellow fluorescent protein (EYFP)- and enhanced cyan fluorescent 
protein-NHPX fusions, we show here that NHPX is specifically accumulate"
12016139,8,"The DNA double-strand break (DSB) is the principle cytotoxic lesion for ionizing 
radiation and radio-mimetic chemicals but can also be caused by mechanical 
stress on chromosomes or when a replicative DNA polymerase encounters a DNA 
single-strand break or other type of DNA lesion. DSBs also occur "
12016206,9,"The promutagenic and genotoxic exocyclic DNA adduct 1,N(2)-ethenoguanine 
(1,N(2)-epsilonG) is a major product formed in DNA exposed to lipid 
peroxidation-derived aldehydes in vitro. Here, we report that two structurally 
unrelated proteins, the Escherichia coli mismatch-specific uracil-DNA 
glycos"
12017897,7,"Burning sensation of the tongue is a common complaint. In some patients this is 
diagnosed as Burning Mouth Syndrome (BMS). The prevalence of BMS is 0.8-19% of 
the general population. The typical complaint is localized to the anterior part 
of the tongue and may be accompanied by dry mouth sensatio"
12018406,3,"Phosphatidylinositol 3-phosphate [PtdIns(3)P] acts as a second messenger via the 
recruitment of diverse signalling proteins to various cellular compartments. 
Recent advances have highlighted the association of human diseases with 
mutations in phosphatases that regulate PtdIns(3)P levels. Myotubul"
12020825,1,nan
12021248,1,nan
12021881,1,nan
12022084,1,nan
12023038,1,nan
12023429,1,nan
12023758,1,nan
12023806,1,nan
12024010,1,nan
12024216,1,nan
12025381,1,nan
12026212,1,nan
12027807,1,nan
12028658,1,nan
12029088,1,nan
12031625,1,nan
12031765,1,nan
12031870,1,nan
12032137,1,nan
12032359,1,nan
12032589,1,nan
12032775,1,nan
12034751,1,nan
12034848,1,nan
12036407,1,nan
12037265,1,nan
12038658,1,nan
12040758,1,nan
12043548,1,nan
12045210,1,nan
12046234,1,nan
12046269,1,nan
12046502,1,nan
12048679,1,nan
12049665,1,nan
12050112,1,nan
12050116,1,nan
12051962,1,nan
12051963,1,nan
12053598,1,nan
12053693,1,nan
12053898,1,nan
12054347,1,nan
12054621,1,nan
12055771,1,nan
12056818,1,nan
12056890,1,nan
12057150,1,nan
12058885,9,"OBJECTIVE: Influenza outbreaks have revealed that elderly persons are a great 
risk of death and serious complications after infection. The administration of 
oseltamivir, a neuramidase inhibitor, is effective for prophylaxis of influenza 
and to reduce disease duration and severity in healthy adult"
12059957,8,"To maintain genome integrity in eukaryotes, DNA must be duplicated precisely 
once before cell division occurs. A process called replication licensing ensures 
that chromosomes are replicated only once per cell cycle. Its control has been 
uncovered by the discovery of the CDKs (cyclin dependent kin"
12060782,0,"Problem drug use and dependence are neurobehavioral disorders of complex origin. 
Although environmental factors contribute to drug abuse and addiction, genetic 
factors also play a significant role estimated at 40-60% of the total risk. 
Nonetheless, the precise identities of human genes that confe"
12060849,3,"The proteins of homeobox (HOX) genes are transcription regulators involved in 
cell type-specific differentiation and patterning of the body plan in 
vertebrates. Particularly, the HOXD family is involved in limb formation in mice 
and chicks. There is also some evidence that the HOXD9 gene, a membe"
12063079,6,"The present study investigated the effects of dronedarone and amiodarone on 
plasma thyroid hormones and the possible consequences on the response of the 
heart to ischemia. Amiodarone (30 mg/kg/day per os) or dronedarone (30 mg/kg/day 
per os) were administered for 2 weeks in normal and thyroxine-t"
12063146,6,"BACKGROUND: Previous reports of suicide risk in patients with anxiety disorders 
have been inconsistent.
METHODS: Using the FDA database, we assessed suicide and suicide attempt risk 
among patients, participating in recent clinical trials evaluating new 
anti-anxiety medications, with diagnosis of "
12063277,3,"The human ether-à-go-go-related gene (HERG) encodes the pore-forming subunit of 
the rapidly activating delayed rectifier potassium channel in the heart. We 
previously showed that HERG channel protein is modified by N-linked 
glycosylation. HERG protein sequence contains two extracellular consensus"
12063957,4,"BACKGROUND/AIMS: Helicobacter pylori (H. pylori) infection has been associated 
with several vascular obstructive disorders. The infection induces the 
production of proinflammatory cytokines that could increase platelet aggregates 
in circulation. The aim of this case-controlled study was to evalua"
12064854,7,"We describe a patient with primary biliary cirrhosis (PBC) and secondary 
Sjogren's syndrome (SS) with pulmonary involvement who developed a cutaneous T 
cell lymphoma. The clinical course of secondary SS in PBC is thought to be less 
complicated than in progressive systemic scleroderma and SS. In c"
12065093,2,"Pancreatic cancers frequently have defects in components of the transforming 
growth factor-beta (TGF-beta) signaling pathway. TIEG1 (TGF-beta inducible early 
gene) is a recently characterized transcription factor regulated by TGF-beta 
that induces apoptosis when overexpressed in pancreatic adenoc"
12065219,9,"The recently published WHO/FAO guidelines on the assessment of allergenicity of 
novel food proteins provide a strategy with which to approach the determination 
of the potential of novel proteins in foods to be allergens. Key to this 
strategy are the assessment of sequence similarity to known alle"
12067235,3,"Caspase family genes play a critical role in the initiation and execution of 
programmed cell death. Programmed cell death is an important contributor to 
neuronal loss following cerebral ischemia. We have performed a series of 
experiments to investigate the role of a specific caspase, caspase-2, i"
12067333,8,"In Escherichia coli and related enteric bacteria, repair of base-base mismatches 
is performed by two overlapping biochemical processes, methyl-directed mismatch 
repair (MMR) and very short-patch (VSP) repair. While MMR repairs replication 
errors, VSP repair corrects to C*G mispairs created by 5-m"
12068920,8,"We show that methylated lysine 9 of histone H3 (Me9H3) is a marker of 
heterochromatin in divergent animal species. It localises to both constitutive 
and facultative heterochromatin and replicates late in S-phase of the cell 
cycle. Significantly, Me9H3 is enriched in the inactive mammalian X chrom"
12069675,4,"CONTEXT: Although vitamin deficiency is encountered infrequently in developed 
countries, inadequate intake of several vitamins is associated with chronic 
disease.
OBJECTIVE: To review the clinically important vitamins with regard to their 
biological effects, food sources, deficiency syndromes, po"
12070338,9,"There is preliminary experimental evidence indicating that the major 
outer-membrane protein (MOMP) of Chlamydia is a porin. We tested this hypothesis 
for the MOMP of the mouse pneumonitis serovar of Chlamydia trachomatis using two 
secondary structure prediction methods. First, an algorithm that c"
12072400,3,"Thyroid hormone and retinoic acid (RA) are essential for normal neural 
development in vivo, yet all in vitro differentiation strategies of embryonic 
stem (ES) cells use only RA. We developed a novel differentiation strategy of 
mouse ES cells using T(3). A dominant-negative knock-in point mutation"
12072404,3,"Because iodothyronine deiodinases play a crucial role in the regulation of the 
available intracellular T(3) concentration, it is important to determine their 
cellular localization. In brain, the presence of type III iodothyronine 
deiodinase (D3) seems to be important to maintain homeostasis of T("
12072528,9,"We have analyzed the unique epitope for the broadly neutralizing human 
monoclonal antibody (MAb) 2G12 on the gp120 surface glycoprotein of human 
immunodeficiency virus type 1 (HIV-1). Sequence analysis, focusing on the 
conservation of relevant residues across multiple HIV-1 isolates, refined the "
12073789,7,"Myoclonic astatic epilepsy (MAE) belongs to the epilepsies with generalized 
seizures. MAE occurs in 1-2% of all childhood epilepsies up to age 9. This 
disease is characterized by various clinical and EEG criteria. The course of 
this epileptic syndrome is variable but influenced by an early diagno"
12074689,6,"Controlled release delivery of carmustine from biodegradable polymer wafers was 
approved as an adjunct to surgical resection in the treatment of recurrent 
glioblastoma multiforme after it was shown in clinical trials to be well 
tolerated and effective. Given the localised nature of the drug in th"
12074691,5,"The anthracycline glycoside antibiotics represent a group of potent anticancer 
agents with a wide spectrum of activity against solid tumours and haematological 
malignancies, and are the mainstay of a large number of clinical protocols for 
the treatment of adult and childhood neoplastic diseases. "
12075352,8,"The nematode worm Caenorhabditis elegans and its relatives are unique among 
animals in having operons. Operons are regulated multigene transcription units, 
in which polycistronic pre-messenger RNA (pre-mRNA coding for multiple peptides) 
is processed to monocistronic mRNAs. This occurs by 3' end f"
12076217,4,"CONTEXT: Percutaneous coronary intervention (PCI) is associated with excellent 
short-term improvements in ischemic symptoms, yet only three fifths of PCI 
patients at 5 years and one third of patients at 10 years remain free of major 
adverse cardiac events (MACE).
OBJECTIVE: To determine whether t"
12079930,4,"The outcome of coronary bypass surgery was analyzed in 25 patients who were on 
thyroxin replacement therapy for chronic thyroid disorders at the time of 
operation. It was hypothesized that if such patients were given only their 
routine dose of thyroxin on the day of surgery, hemodynamic and 
card"
12081001,7,"Melkersson-Rosenthal syndrome (MRS) is a rare idiopathic non-caseating 
granulomatous condition. It is rarely described in otorhinolaryngology-related 
journals, although facial palsy, lip-swelling, and lingua plicata, are its most 
common presenting features. This classical triad however is not alw"
12082075,8,"One of several features acquired by chromatin of the inactive X chromosome (Xi) 
is enrichment for the core histone H2A variant macroH2A within a distinct 
nuclear structure referred to as a macrochromatin body (MCB). In addition to 
localizing to the MCB, macroH2A accumulates at a perinuclear struc"
12082102,2,"Primary pulmonary hypertension (PPH) is characterized by increased pulmonary 
arterial pressure and vascular resistance. We and others have observed that 
inflammatory cytokines and infiltrates are present in the lung tissue, but the 
significance is uncertain. Treprostinil (TRE), a prostacyclin ana"
12082821,5,"Chronic myeloid leukaemia (CML) is characterised by the occurrence of the 
Philadelphia (Ph) chromosome (9/22 translocation) and the formation of a fusion 
protein--the BCR-ABL transcript with constitutive activation of the BCR-ABL 
tyrosine kinase and consequent changes in the intracellular signal "
12083998,6,"Preclinical studies have shown that zolmitriptan is a selective serotonin 
5-HT(1B/1D) receptor agonist (triptan). Randomised, placebo-controlled, 
double-blind trials in patients with migraine have shown that zolmitriptan has 
good efficacy measured using 2 h response and pain-free rates. 
Migraine"
12084297,5,"The primary role of immunotherapy for bladder cancer is to treat superficial 
transitional cell carcinomas (ie, carcinoma in situ, Ta, and T1). Immunotherapy 
in the form of bacille Calmette-Guérin (BCG), interferon, bropirimine, keyhole 
limpet hemocyanin, and gene therapy is intended to treat exis"
12086618,8,"We have purified a human histone H4 lysine 20 methyltransferase and cloned the 
encoding gene, PR/SET07. A mutation in Drosophila pr-set7 is lethal: second 
instar larval death coincides with the loss of H4 lysine 20 methylation, 
indicating a fundamental role for PR-Set7 in development. Transcripti"
12086674,8,"Transcription and DNA repair are coupled in E. coli by the Mfd protein, which 
dissociates transcription elongation complexes blocked at nonpairing lesions and 
mediates recruitment of DNA repair proteins. We show that Mfd influences the 
elongation state of RNA polymerase (RNAP); transcription comp"
12086675,8,"The Neurospora crassa CYT-18 protein, the mitochondrial tyrosyl-tRNA synthetase, 
functions in splicing group I introns by inducing formation of the catalytically 
active RNA structure. Here, we identified a DEAD-box protein (CYT-19) that 
functions in concert with CYT-18 to promote group I intron s"
12087101,8,"The MCM2-7 complex is believed to function as the eukaryotic replicative DNA 
helicase. It is recruited to chromatin by the origin recognition complex (ORC), 
Cdc6, and Cdt1, and it is activated at the G(1)/S transition by Cdc45 and the 
protein kinases Cdc7 and Cdk2. Paradoxically, the number of ch"
12087555,4,"BACKGROUND: Microalbuminuria reflects widespread vascular dysfunction in type 1 
diabetes mellitus and results from increased glomerular sieving caused by 
changes in transglomerular pressure and/or permselectivity characteristics of 
the glomerular basement membrane. Increased tubular reabsorption "
12088291,4,"CONTEXT: Routine cancer screening with prostate-specific antigen (PSA) is 
controversial, and practice guidelines recommend that men be counseled about its 
risks and benefits.
OBJECTIVE: To evaluate the process of decision making as men react to and use 
information after PSA counseling.
DESIGN: Wr"
12090883,4,"BACKGROUND: Although basic research suggests that vitamins may have an important 
role in the prevention of cardiovascular diseases (CVD), the data from cohort 
studies and clinical trials are inconclusive.
METHODS: This prospective cohort study was conducted among 83 639 male 
physicians residing i"
12091129,0,"Hemoglobinopathies are very common in Greece, the incidence of beta-thalassemia 
trait being 8% and that of sickle cell trait ranging from 1 to 32% in various 
districts. In Greek populations, sickle cell disease (SCD) is mainly represented 
by S-beta thalassemia."
12091366,0,"Hemochromatosis is a common disorder characterized by excess iron absorption and 
accumulation of iron in tissues. Usually hemochromatosis is inherited in an 
autosomal recessive pattern and is caused by mutations in the HFE gene. Less 
common non-HFE-related forms of hemochromatosis have been repor"
12091808,4,"OBJECTIVE: The effects of cell transplantation on the ischemic failing heart 
have already been documented. However, the area in and around infarct regions is 
not a good environment for cells to survive in because they are exposed to poor 
conditions in which certain requirements cannot be adequate"
12093356,5,"Drug-induced adverse reactions, especially type B reactions, represent a major 
clinical problem. They also impart a significant degree of uncertainty into drug 
development because they are often not detected until the drug has been released 
onto the market. Type B reactions are also termed idiosy"
12093788,8,"We tested the hypothesis that gp210, an integral membrane protein of nuclear 
pore complexes (NPCs), mediates nuclear pore formation. Gp210 has a large 
lumenal domain and small COOH-terminal tail exposed to the cytoplasm. We studied 
the exposed tail. We added recombinant tail polypeptides to Xenop"
12093966,7,"Annular ligament displacement (ALD)--also termed radial head subluxation, 
nursemaid's elbow, or pulled elbow--can be successfully diagnosed and treated 
over the telephone by properly trained medical professionals instructing 
nonmedical caretakers. Two case reports of successful ALD reduction via "
